Name,Team,Pos,GP,G,A,P,+/-,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh ,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,Av R,
Beck Malenstyn,Providence,LW,14,1,7,8,-7,0,0,0,0,0,0,0,0,0,0,0,20,5.0,8,3,1,0,7,0,0,0,0,0,0,0,14:16,0:07,0:00,13,20,0,6.93,
Nicolas Beaudin,Chicago,LD/RD,18,1,7,8,-1,4,0,0,0,0,0,0,0,0,0,0,21,4.8,2,3,4,0,13,2,0,0,0,0,0,0,17:33,0:00,0:00,25,26,0,6.94,
Jason Demers,Anaheim,RD,17,1,7,8,-14,14,0,0,0,0,0,0,0,0,0,0,18,5.6,3,7,39,0,28,7,0,0,0,0,0,0,21:28,0:54,0:56,18,32,0,6.24,
Luka Burzan,Anaheim,C,36,4,3,7,-20,6,0,0,0,0,0,0,0,0,0,0,44,9.1,4,8,25,0.37,40,3,0,0,0,0,0,0,13:59,0:00,0:38,14,34,0,5.81,
Kent Johnson,Ontario,LW,17,3,4,7,-9,0,0,0,0,0,0,0,0,0,0,0,21,14.3,1,3,5,0,6,0,0,0,0,0,0,0,13:52,0:00,0:00,8,17,0,6.71,
Zach Hyman,Boston,LW/RW,25,3,4,7,-11,2,0,0,0,0,0,0,0,0,0,0,45,6.7,10,4,12,0,6,1,0,0,0,0,0,0,13:04,0:00,0:16,17,28,0,6.80,
Martin Lang,Texas,RW/LW,12,2,5,7,-1,0,0,0,0,0,0,0,2,0,1,0,17,11.8,3,4,3,0,4,0,0,0,0,0,0,0,11:30,0:00,0:00,9,10,0,7.17,
Gustav Nyquist,San Antonio,RW/LW,16,2,5,7,-12,8,0,0,0,0,0,0,0,0,0,0,16,12.5,2,0,1,0,13,4,0,0,0,0,0,0,13:52,0:15,0:00,11,23,0,6.75,
Sean Comrie,San Jose,RD,51,1,6,7,-27,10,0,0,0,0,0,0,0,1,0,0,32,3.1,3,24,20,0,55,5,0,0,0,0,0,0,16:32,0:00,0:58,33,60,0,6.39,
Lassi Thomson,Philadelphia,RD,23,0,7,7,-6,6,0,1,1,0,0,0,0,0,0,0,14,0.0,1,6,8,0,10,3,0,0,0,0,0,0,10:50,0:44,0:28,11,17,0,6.87,
Phillippe Roehl,Providence,RW,8,4,2,6,-3,0,0,0,0,0,0,0,0,1,0,0,14,28.6,4,1,0,0,4,0,0,0,0,0,0,0,13:52,0:00,0:00,7,10,1,7.00,
Sammy May,Philadelphia,LW,41,4,2,6,-14,0,0,0,0,0,0,0,0,0,1,0,45,8.9,1,10,1,0,4,0,0,0,0,0,0,0,11:29,0:00,0:00,12,26,0,6.34,
Tyler McJannet,Iowa,RW/LW,12,4,2,6,-3,2,2,0,2,0,0,0,1,0,0,0,41,9.8,2,3,2,0,4,1,0,0,0,0,0,0,13:35,1:16,0:00,5,8,0,6.83,
Aapeli Räsänen,Montreal,C,36,3,3,6,-14,0,0,0,0,0,0,0,1,0,1,0,31,9.7,11,3,48,0.57,15,0,0,0,0,0,0,0,11:26,0:00,0:00,11,25,1,6.56,
Kevin Miller,Philadelphia,C/RW,31,2,4,6,-2,0,0,0,0,0,0,0,0,0,0,0,27,7.4,2,5,1,0,1,0,0,0,0,0,0,0,7:40,0:00,0:00,10,12,0,6.71,
Tim Kishnick,Chicago,LD,24,0,6,6,-10,2,0,0,0,0,0,0,0,0,0,0,13,0.0,1,11,3,0,14,1,0,0,0,0,0,0,15:33,0:00,1:24,21,31,0,6.29,
Maverick Gauthier,Vancouver,RD/LD,27,0,6,6,-13,2,0,0,0,0,0,0,0,0,0,0,12,0.0,3,5,5,0,25,1,0,0,0,0,0,0,15:20,0:00,0:08,20,33,0,6.41,
Josh Luedtke,Lehigh Valley,RD,17,0,6,6,1,14,0,0,0,0,0,0,0,0,0,0,24,0.0,0,8,5,0,33,2,0,1,0,0,0,0,23:17,0:16,0:31,25,24,0,6.59,
Yanic Bowman,Philadelphia,C,65,3,2,5,-14,0,0,0,0,0,0,0,1,0,1,0,38,7.9,4,13,20,0.33,10,0,0,0,0,0,0,0,5:57,0:00,0:13,10,24,0,6.65,
Connor Lockhart,Wilkes-Barre/Scranton,RW/C,11,3,2,5,6,2,0,0,0,0,0,0,1,0,0,0,30,10.0,9,1,0,0,4,1,0,0,0,0,0,0,13:10,0:00,0:00,13,7,1,7.18,
Wylen Bourque,Toronto,LW,10,1,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,9,11.1,2,3,1,0,3,0,0,0,0,0,0,0,13:42,0:00,0:00,8,9,0,6.70,
Max Pacioretty,Vancouver,LW,12,1,4,5,-10,0,0,0,0,0,0,0,0,0,0,0,22,4.5,3,2,9,0,10,0,0,0,0,0,0,0,14:55,0:00,0:00,7,17,0,6.83,
Gennady Boyarintsev,San Diego,C,22,1,4,5,-12,0,0,0,0,0,0,0,0,0,0,0,20,5.0,4,5,4,0.52,19,0,0,0,0,0,0,0,16:00,0:57,1:38,10,22,0,6.00,
Trentyn Crane,Springfield,LW,20,1,4,5,-9,2,0,0,0,0,0,0,0,0,0,0,31,3.2,1,3,1,0,2,1,0,0,0,0,0,0,13:05,0:00,0:00,7,16,0,6.50,
Cam Nelson,Hershey,C/LW,13,1,4,5,-9,2,0,0,0,0,0,0,0,0,0,0,19,5.3,3,1,6,0.50,3,1,0,0,0,0,0,0,12:27,0:00,0:00,7,16,0,6.23,
Elliot Desnoyers,San Jose,C,13,1,4,5,-8,6,0,0,0,0,0,0,0,0,0,0,17,5.9,4,2,18,0.40,21,3,0,0,0,0,0,0,14:48,0:00,0:36,5,13,0,6.23,
Tyler Myers,San Antonio,RD,11,1,4,5,-5,8,0,0,0,0,0,0,1,0,0,0,10,10.0,11,3,38,0,14,4,0,0,0,0,0,0,17:11,0:00,0:42,12,17,1,7.00,
Brayden McNabb,Chicago,LD,17,0,5,5,-4,4,0,0,0,0,0,0,0,0,0,0,21,0.0,3,8,21,0,14,2,0,0,0,0,0,0,14:31,0:00,0:01,16,20,0,6.82,
Dmitri Zavgorodny,Calgary,LW,24,2,2,4,-15,12,0,0,0,0,0,0,0,0,1,0,28,7.1,16,7,2,0.13,9,6,0,0,0,0,0,0,10:09,0:00,0:00,7,22,0,6.42,
Fyodor Svechkov,Philadelphia,LW,7,1,3,4,2,0,0,0,0,0,0,0,0,1,0,0,11,9.1,1,0,0,0,1,0,0,0,0,0,0,0,12:42,0:34,0:00,5,3,0,7.29,
Chase Bradley,Carolina,C,16,1,3,4,-14,0,0,0,0,0,0,0,0,0,0,0,27,3.7,2,8,24,0.39,15,0,0,0,0,0,0,0,15:45,0:00,1:48,4,18,0,5.50,
Eddie Blomberg,Providence,LD,14,1,3,4,-3,2,0,0,0,0,0,0,1,0,0,0,13,7.7,2,6,9,0,15,1,0,0,0,0,0,0,18:28,0:41,0:01,16,19,0,6.29,
Zach Solow,Vancouver,C,16,0,4,4,-7,0,0,0,0,0,0,0,0,0,0,0,12,0.0,1,4,7,0.25,22,0,0,0,0,0,0,0,14:45,0:00,0:00,8,15,0,5.75,
Shea Weber,Laval,RD,16,0,4,4,-4,2,0,0,0,0,0,0,0,0,0,0,14,0.0,2,5,39,0,22,1,0,0,0,0,0,0,16:11,0:00,0:11,16,20,0,6.88,
Jayden Grubbe,Toronto,RW,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,14,14.3,2,2,0,0,1,0,0,0,0,0,0,0,12:55,0:09,0:00,5,5,0,6.63,
Lubomír Kinder,Iowa,RW,6,2,1,3,-6,0,0,0,0,0,0,0,0,0,1,0,11,18.2,0,4,4,0,7,0,0,0,0,0,0,0,15:00,0:00,0:00,3,9,0,6.50,
Marc Landry,Rockford,RW/C,8,2,1,3,-4,7,0,0,0,0,0,0,0,0,0,0,11,18.2,0,0,0,0,0,1,1,0,0,0,1,0,11:45,0:00,0:00,5,9,0,6.75,
Matthew Beniers,Belleville,C,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,25.0,0,0,3,0.38,4,0,0,0,0,0,0,0,12:08,0:00,0:00,4,2,0,7.67,
Eric Alarie,Rockford,LW,8,1,2,3,-3,0,0,0,0,0,0,0,0,0,0,0,12,8.3,0,1,0,0,0,0,0,0,0,0,0,0,12:52,0:00,0:00,1,4,0,6.63,
David Kämpf,Dallas,C/RW,10,1,2,3,-4,0,0,0,0,0,0,0,0,1,0,0,13,7.7,0,2,8,0.28,3,0,0,0,0,0,0,0,13:08,0:00,0:00,5,9,0,6.50,
Antonio Stranges,NY Rangers,C/LW,6,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,11,9.1,0,4,1,0,3,1,0,0,0,0,0,0,12:54,0:00,0:00,5,5,0,7.17,
Ashton MacMillan,Springfield,C,20,1,2,3,-8,2,0,0,0,0,0,0,0,0,0,0,27,3.7,4,0,22,0.54,20,1,0,0,0,0,0,0,13:15,0:00,0:00,9,17,0,5.85,
Caleb Wyrostok,Providence,RW,9,0,3,3,-5,0,0,0,0,0,0,0,0,0,0,0,17,0.0,6,3,1,0,4,0,0,0,0,0,0,0,13:46,0:00,0:00,4,9,0,6.56,
Brodie Nachbaur,Milwaukee,RW,4,0,3,3,-6,6,0,0,0,0,0,0,0,0,0,0,2,0.0,3,0,0,0.03,1,3,0,0,0,0,0,0,13:57,0:48,0:00,3,9,0,4.75,
Nicolas Hague,Hartford,LD,6,0,3,3,4,87,0,0,0,0,0,0,0,0,0,0,1,0.0,10,4,6,0,3,6,3,3,0,3,3,3,12:28,0:08,1:49,6,2,0,7.67,
Max Jones,Dallas,LW,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,50.0,0,0,1,0,1,0,0,0,0,0,0,0,14:00,0:00,0:00,3,1,0,7.33,
Vladimir Tkachyov,Hershey,C,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,40.0,3,0,0,0.31,3,0,0,0,0,0,0,0,13:36,0:00,0:00,2,2,0,6.00,
Robert Mastrosimone,Utica,LW/C,11,2,0,2,-5,14,0,0,0,0,0,0,0,0,0,0,18,11.1,2,2,3,0,4,2,0,1,0,0,0,0,11:27,0:00,0:00,4,9,0,6.55,
Sten-Åke Linnell,Bakersfield,RW,10,1,1,2,-1,0,0,0,0,0,0,0,0,1,0,0,10,10.0,0,1,2,0,3,0,0,0,0,0,0,0,12:07,0:00,0:00,4,5,0,6.60,
Alex Gritz,Syracuse,LW,8,1,1,2,-9,0,0,0,0,0,0,0,0,0,0,0,17,5.9,0,3,0,0,6,0,0,0,0,0,0,0,13:43,0:00,0:00,2,11,0,6.38,
Cameron Hillis,Anaheim,C,13,1,1,2,-3,2,0,0,0,0,0,0,0,0,0,0,15,6.7,0,2,3,0.47,9,1,0,0,0,0,0,0,14:05,0:00,0:07,7,10,0,5.92,
Wyatt Johnston,Cleveland,C,6,1,1,2,-7,2,0,0,0,0,0,0,0,0,0,0,10,10.0,0,0,0,0.29,2,1,0,0,0,0,0,0,14:43,0:00,0:00,2,9,0,5.33,
Oliwer Kaski,Dallas,RD,11,1,1,2,-3,4,0,0,0,0,0,0,0,0,0,0,21,4.8,6,2,6,0,12,2,0,0,0,0,0,0,13:37,0:00,0:00,6,9,0,7.00,
Tommy May,Bakersfield,C,9,1,1,2,-10,4,0,0,0,0,0,0,0,0,0,0,10,10.0,0,1,0,0.47,8,2,0,0,0,0,0,0,10:54,0:00,0:00,2,12,0,5.89,
Damien Giroux,Los Angeles,C,10,1,1,2,-6,6,0,0,0,0,0,0,0,0,0,0,5,20.0,0,2,2,0.52,12,3,0,0,0,0,0,0,10:18,0:00,0:00,4,10,0,6.20,
Samuel Courcelles,Barrie,C,8,1,1,2,-11,8,0,0,0,0,1,1,0,0,0,0,12,8.3,13,0,1,0.31,8,4,0,0,0,0,0,0,14:53,0:00,2:45,4,15,0,5.63,
Roland McKeown,Tampa Bay,RD,11,1,1,2,-1,14,0,0,0,0,0,0,1,0,1,0,6,16.7,0,5,16,0,12,7,0,0,0,0,0,0,14:38,0:00,0:15,11,12,0,6.73,
François-Pierre Meisenheimer,Wilkes-Barre/Scranton,RW,5,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,9,0,0,0.08,0,0,0,0,0,0,0,0,15:36,0:45,0:24,3,4,0,6.20,
Michael Buchinger,Colorado,LD,8,0,2,2,-5,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,1,0,0,1,0,0,0,0,0,0,0,15:40,0:00,0:07,4,9,0,6.25,
Alexander Rönning,Wilkes-Barre/Scranton,LD,4,0,2,2,7,2,0,0,0,0,0,0,0,0,0,0,2,0.0,4,3,0,0,5,1,0,0,0,0,0,0,12:46,0:55,1:44,9,2,0,7.75,
Kevin Bahl,Anaheim,LD,10,0,2,2,-2,2,0,0,0,0,0,0,0,0,0,0,12,0.0,2,3,34,0,8,1,0,0,0,0,0,0,20:34,2:05,0:05,9,11,0,6.30,
Scott Morrow,Cleveland,RD,27,0,2,2,-10,2,0,0,0,0,0,0,0,0,0,0,13,0.0,2,9,5,0,30,1,0,0,0,0,0,0,18:06,0:00,0:03,22,32,0,6.11,
Mikey Anderson,Ontario,LD/RD,19,0,2,2,-12,4,0,0,0,0,0,0,0,0,0,0,20,0.0,6,8,14,0,17,2,0,0,0,0,0,0,17:31,1:00,0:07,14,26,0,6.37,
Yegor Rykov,Tampa Bay,LD/RD,18,0,2,2,3,6,0,0,0,0,0,0,0,0,0,0,13,0.0,2,5,52,0,15,3,0,0,0,0,0,0,14:36,0:00,0:08,22,19,0,6.61,
David Andreychuk,Laval,RW,3,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,7,14.3,1,1,0,0,0,0,0,0,0,0,0,0,13:53,0:00,0:00,3,4,0,6.67,
Frank King,Colorado,C/RW,4,1,0,1,-4,0,0,0,0,0,0,0,1,0,0,0,6,16.7,0,0,0,0.45,1,0,0,0,0,0,0,0,11:30,0:00,0:00,1,5,0,6.00,
Serron Noel,Florida,RW,6,1,0,1,-5,0,0,0,0,0,0,0,0,0,0,0,12,8.3,0,4,1,0,3,0,0,0,0,0,0,0,14:05,0:00,0:00,2,7,0,6.00,
Adam Henrique,Charlotte,C,12,1,0,1,-9,0,0,0,0,0,0,0,0,0,0,0,14,7.1,1,4,12,0.50,7,0,0,0,0,0,0,0,13:50,0:16,1:46,1,10,0,6.00,
Tobias Gonzalez,San Diego,RD,23,1,0,1,-17,0,0,0,0,0,0,0,0,0,0,0,29,3.4,1,7,7,0,16,0,0,0,0,0,0,0,16:33,0:02,0:05,14,31,0,6.04,
Joakim Nygård,Chicago,LW,9,1,0,1,-10,2,0,0,0,0,0,0,0,0,0,0,19,5.3,0,3,3,0,3,1,0,0,0,0,0,0,13:13,0:00,0:00,4,14,0,6.22,
William Provost,Belleville,C,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1,0,0,0.47,0,0,0,0,0,0,0,0,11:44,0:00,0:00,3,2,0,6.20,
Mark Pysyk,Carolina,LD/RD,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,2,8,0,5,0,0,0,0,0,0,0,18:24,0:00,0:23,6,5,0,6.40,
Mitch Reinke,Ontario,RD,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,5,1,0,11,0,0,0,0,0,0,0,18:45,0:07,0:52,10,9,0,6.75,
Patrick Harper,Springfield,C,3,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,1,0,0.62,2,0,0,0,0,0,0,0,14:20,0:00,0:00,2,3,0,6.33,
Slava Demin,Columbus,LD/RD,4,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,2,2,0,4,0,0,0,0,0,0,0,19:13,0:43,0:12,3,5,0,6.25,
Matt Nieto,Colorado,LW/RW,4,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,9,0.0,1,0,2,0,2,0,0,0,0,0,0,0,14:29,0:00,0:00,3,6,0,6.50,
Austin Turnbull,Atlanta,RW,3,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,5,0.0,1,1,0,0,0,0,0,0,0,0,0,0,13:45,0:00,0:00,1,4,0,6.67,
Jacob Holmes,Toronto,LD/RD,8,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,15,0.0,1,6,2,0,14,1,0,0,0,0,0,0,18:08,0:00,0:03,8,7,0,6.50,
Timofei Shipitsin,Laval,RD,5,0,1,1,-1,2,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,2,0,6,1,0,0,0,0,0,0,15:13,0:00,0:00,4,5,0,6.60,
Luke Hughes,Kalamazoo,LD,3,0,1,1,-5,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0,15:17,0:00,0:00,1,6,0,5.67,
Valtteri Kakkonen,Belleville,RD,9,0,1,1,-6,2,0,0,0,0,0,0,0,0,0,0,13,0.0,5,3,4,0,7,1,0,0,0,0,0,0,17:26,0:00,0:00,8,14,0,6.44,
Christopher Inniss,Binghamton,RD/LD,9,0,1,1,-2,6,0,0,0,0,0,0,0,0,0,0,5,0.0,1,11,32,0,10,3,0,0,0,0,0,0,18:15,0:09,0:23,8,10,0,6.33,
Mario Flower,Providence,RW,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11:53,0:00,0:00,2,0,0,6.50,
Jay Tufto,Chicago,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,0,0,0,0,0,0,0,0,0,0,18:56,0:00,0:00,1,1,0,6.00,
Jaret Anderson-Dolan,Barys,C/LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0.48,1,0,0,0,0,0,0,0,17:04,0:00,1:30,2,3,0,5.50,
Zack Rolfe,San Jose,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14:37,0:00,0:00,0,1,0,6.33,
Alban Alderson,Iowa,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,9:37,0:00,0:00,0,1,0,6.00,
Emmett Stephenson,Texas,RW,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,0,0,2,0,0,0,0,0,0,0,12:20,0:00,0:00,1,2,0,6.00,
Aidan Thompson,South Carolina,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,---,0,1,0,0.57,2,0,0,0,0,0,0,0,12:30,0:00,0:00,0,2,0,6.00,
Thomas Gallet,Ontario,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,7,0.00,0,0,0,0,0,0,0,0,15:30,0:30,0:55,0,2,0,4.50,
Cole Schwindt,Ontario,RW,3,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,12:56,0:00,0:00,2,6,0,5.67,
Shane Wright,Charlotte,C,7,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,8,0.0,1,0,1,0.31,2,0,0,0,0,0,0,0,11:05,0:00,0:00,1,5,0,5.86,
Christian Jimenez,Rochester,LD,3,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,0,3,0,0,0,0,0,0,0,12:09,0:00,0:08,1,5,0,6.33,
Caleb Corbett,San Antonio,RD,2,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,1,0,4,0,0,0,0,0,0,0,19:29,0:00,0:00,0,5,0,6.00,
Soren Smith,Providence,C,2,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,13:44,0:00,0:00,0,5,0,5.50,
Dylan Gratton,Bakersfield,LD/RD,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0.0,1,1,2,0,4,1,0,0,0,0,0,0,17:15,0:00,0:23,3,1,0,6.75,
Andrew Copp,San Diego,C/LW,7,0,0,0,-11,4,0,0,0,0,0,0,0,0,0,0,13,0.0,2,1,2,0.43,4,2,0,0,0,0,0,0,13:34,0:00,0:00,1,12,0,5.71,
Justin Bergeron,Toronto,LD/RD,15,0,0,0,-7,6,0,0,0,0,0,0,0,0,0,0,18,0.0,9,6,1,0,10,3,0,0,0,0,0,0,18:56,0:00,0:00,13,20,0,5.93,
Mazden Leslie,Stockton,RD,10,0,0,0,-13,10,0,0,0,0,0,0,0,0,0,0,8,0.0,22,1,0,0,10,5,0,0,0,0,0,0,13:23,0:15,0:48,2,15,0,6.30,
--------------------------------------------------------------
Name,Team,Pos,GP,W,L,T,SHA,GA,GAA,SV,SO,G,A,PIM,TOI,
Andrei Vasilevsky,NY Rangers,G,66,36,20,9,2671,198,3.00,0.926,1,0,0,0,3962,
Tommy Da Silva,Arizona,G,3,0,0,0,26,2,2.73,0.923,0,0,0,0,44,
Spencer Knight,Florida,G,67,48,13,3,2164,167,2.54,0.923,2,0,0,0,3939,
Tristyn Phinney,Providence,G,1,0,0,0,37,3,4.50,0.919,0,0,0,0,40,
Carter Hart,Philadelphia,G,81,33,36,11,3295,273,3.45,0.917,0,0,0,0,4750,
Braden Holtby,Columbus,G,68,43,18,4,2450,203,3.10,0.917,0,0,0,0,3925,
Juuse Saros,Carolina,G,68,46,13,6,2341,196,2.97,0.916,2,0,1,0,3954,
Matt Murray,Colorado,G,72,48,16,6,2468,207,2.99,0.916,0,0,0,0,4154,
Connor Hellebuyck,Winnipeg,G,62,34,20,5,2233,190,3.22,0.915,1,0,1,0,3543,
Filip Gustavsson,Ottawa,G,26,11,9,3,932,81,3.18,0.913,1,0,0,0,1528,
Jared Moe,Los Angeles,G,46,8,31,6,2124,186,4.19,0.912,0,0,0,0,2663,
Carey Price,San Jose,G,60,32,19,8,2433,214,3.56,0.912,0,0,0,0,3604,
Gustaf Bönström,Chicago,G,1,0,0,1,45,4,3.69,0.911,0,0,0,0,65,
Josh Langford,Belleville,G,2,0,1,0,44,4,3.87,0.909,0,0,0,0,62,
Martin Jones,New Jersey,G,74,41,26,6,2650,247,3.41,0.907,2,0,1,0,4340,
John Gibson,Vancouver,G,74,42,26,4,2494,233,3.32,0.907,1,0,0,0,4217,
Jordan Binnington,Boston,G,69,37,25,5,2560,241,3.67,0.906,0,0,0,0,3938,
Aidan Campbell,Arizona,G,78,36,34,7,3052,291,3.84,0.905,0,0,0,0,4550,
Igor Shestyorkin,Ottawa,G,58,35,16,7,1913,183,3.26,0.904,1,0,1,0,3373,
Jake Oettinger,Dallas,G,69,41,20,8,2233,215,3.22,0.904,0,0,1,0,4010,
Olle Eriksson Ek,St. Louis,G,74,49,18,7,2503,243,3.39,0.903,0,0,0,0,4305,
Drew Commesso,NY Rangers,G,17,7,9,1,625,61,3.62,0.902,0,0,0,0,1011,
Joonas Korpisalo,Columbus,G,20,5,7,4,671,66,3.86,0.902,1,0,0,0,1028,
Dustin Wolf,Calgary,G,36,2,25,1,1326,132,4.43,0.900,0,0,1,0,1787,
Ilya Samsonov,NY Islanders,G,17,7,5,1,532,53,3.78,0.900,0,0,0,0,841,
Frederik Søgaard,Minnesota,G,69,31,27,9,2276,229,3.40,0.899,0,0,0,0,4048,
Cayden Primeau,Buffalo,G,72,48,18,3,2309,233,3.45,0.899,1,0,1,0,4052,
Ilya Sorokin,NY Islanders,G,45,22,15,5,1486,151,3.60,0.898,0,0,2,0,2516,
Nolan Maier,Winnipeg,G,4,1,2,1,147,15,3.64,0.898,0,0,0,0,247,
Antti Raanta,Pittsburgh,G,83,52,22,6,2778,285,3.59,0.897,0,0,1,0,4762,
Petr Mrázek,Los Angeles,G,35,8,19,4,1305,135,4.16,0.897,0,0,1,0,1950,
Denis Godla,Washington,G,56,28,19,6,1883,195,3.80,0.896,0,0,0,0,3084,
Laurent Brossoit,Winnipeg,G,21,9,9,1,759,79,4.04,0.896,1,0,0,0,1173,
Daniil Tarasov,Manitoba,G,16,7,6,0,480,50,3.89,0.896,1,0,0,0,772,
Ryan Ferland,Dallas,G,18,8,1,4,578,61,3.73,0.894,0,0,1,0,983,
Frederik Andersen,Toronto,G,74,37,28,6,2453,259,3.80,0.894,0,0,0,0,4085,
Philipp Grubauer,Edmonton,G,24,12,7,3,762,81,3.77,0.894,0,0,1,0,1290,
Evvel Steen,Tampa Bay,G,3,1,2,0,103,11,4.31,0.893,0,0,0,0,154,
Jake Allen,Nashville,G,69,11,53,4,2969,318,5.01,0.893,0,0,0,0,3812,
Sergei Bobrovsky,Rockford,G,35,18,10,4,1115,120,3.69,0.892,0,0,0,0,1950,
Olivier Rodrigue,Tampa Bay,G,67,35,24,5,2378,259,4.13,0.891,0,0,0,0,3765,
Yaroslav Askarov,Detroit,G,62,18,29,8,2284,249,4.43,0.891,0,0,0,0,3374,
Devan Dubnyk,Montreal,G,31,17,6,2,903,99,3.91,0.890,0,0,1,0,1521,
Semyon Varlamov,Anaheim,G,65,24,31,3,2058,226,3.88,0.890,0,0,1,0,3499,
Jacob Johansson,Washington,G,28,12,11,2,919,101,4.15,0.890,0,0,0,0,1462,
Michael DiPietro,Chicago,G,32,16,5,3,969,108,4.00,0.889,1,0,0,0,1619,
Ansel Holt,Buffalo,G,19,9,4,1,529,59,3.64,0.888,0,0,0,0,974,
David Rittich,Calgary,G,48,1,36,1,1679,188,5.07,0.888,0,0,0,0,2224,
Gilles Senn,Vegas,G,57,21,26,4,1925,218,4.24,0.887,0,0,0,0,3083,
Alexis Gravel,New Jersey,G,13,2,5,2,366,42,4.08,0.885,0,0,0,0,617,
Jake Kielly,Minnesota,G,16,6,9,0,521,61,4.08,0.883,0,0,0,0,899,
Elvis Merzlikins,San Jose,G,43,16,18,5,1477,173,4.26,0.883,0,0,0,0,2438,
Marc-André Reimer,Milwaukee,G,5,0,3,0,170,20,5.83,0.882,0,0,0,0,207,
Dávid Hrenák,Ontario,G,6,1,5,0,204,24,4.53,0.882,1,0,0,0,318,
Dante Giannuzzi,Atlanta,G,13,6,4,0,408,48,4.42,0.882,0,0,0,0,653,
Mack Guzda,Edmonton,G,34,16,13,0,1081,128,4.55,0.882,0,0,0,0,1689,
Ivan Prosvetov,St. Louis,G,7,2,2,1,216,26,4.50,0.880,0,0,0,0,348,
Robin Lehner,Chicago,G,62,37,20,1,1880,227,4.10,0.879,1,0,1,0,3321,
Jeremy Swayman,Colorado,G,17,5,6,1,489,60,4.54,0.877,0,0,0,0,794,
Johan Mattsson,Montreal,G,24,9,12,1,798,98,4.51,0.877,0,0,0,0,1304,
Thatcher Demko,Washington,G,49,19,19,1,1358,168,4.14,0.876,1,0,1,0,2433,
Daniel Wiktorsson,Florida,G,3,1,2,0,105,13,4.36,0.876,0,0,0,0,180,
Cal Petersen,Detroit,G,31,8,13,3,932,116,4.95,0.876,0,0,0,0,1406,
Blake Lyda,Wilkes-Barre/Scranton,G,17,5,6,0,514,64,5.05,0.875,0,0,0,0,762,
Linus Ullmark,Vancouver,G,16,4,6,0,430,54,4.49,0.874,0,0,0,0,722,
Shane Starrett,Carolina,G,19,8,7,2,605,76,4.49,0.874,1,0,0,0,1015,
Joel Lassinantti,Calgary,G,21,6,10,0,651,83,5.62,0.873,0,0,0,0,886,
Roman Durný,Atlanta,G,7,1,4,0,227,29,5.13,0.872,0,0,0,0,339,
Isaiah Saville,San Jose,G,6,3,2,0,180,23,4.65,0.872,0,0,0,0,297,
Tristan Lennox,Vegas,G,19,4,10,1,598,77,4.91,0.871,0,0,0,0,940,
